filename,space-empty,space-occupied
2012-10-28_13_12_05_jpg.rf.8e60e8d1b2ad2e0978c009e2f42878b4.jpg,1,0
2013-01-19_12_40_08_jpg.rf.d474751eb4564c6cde64c875bdbe4fb6.jpg,1,0
2012-11-11_17_49_16_jpg.rf.51890226da1105e43d82b57574d8ea23.jpg,1,1
2012-11-07_13_44_39_jpg.rf.940b1cd76eb245db153056375287aa6c.jpg,1,1
2012-09-13_17_30_35_jpg.rf.b7b5d10d19756a38c9250c6a930440c9.jpg,1,1
2013-01-29_14_06_16_jpg.rf.eb9841c2b828f0314fee289fffdaacda.jpg,1,1
2012-12-15_16_30_13_jpg.rf.4f56e46a1373fd72b09fe57536bd04c7.jpg,1,1
2012-09-20_12_09_30_jpg.rf.f3957f676ab0ec452b309157c9c782be.jpg,1,1
2013-03-09_10_40_05_jpg.rf.10f09ba9ffde134594c01708280e709d.jpg,1,1
2013-04-14_15_30_10_jpg.rf.d5692f0c1a52f9ef30778dda868b1417.jpg,1,1
2012-10-31_11_58_14_jpg.rf.10bcc2bfa5ce170e220be8c1df2fd918.jpg,1,1
2013-03-03_17_35_13_jpg.rf.5195231080b34519830a0be5f6e6d0b2.jpg,1,0
2013-01-15_19_51_58_jpg.rf.637105bea11c961d248cc5670cde96c7.jpg,1,1
2012-09-16_12_58_11_jpg.rf.d1876f23383c2c69bfc77285f2a16849.jpg,1,1
2013-03-19_17_35_13_jpg.rf.c4cc82784172ae0ca57a04d9555241e8.jpg,1,1
2013-01-15_15_31_53_jpg.rf.90e2db37bb6d0a06e4009f9109117dfb.jpg,1,1
2013-01-17_16_35_12_jpg.rf.c479dbbbdfe74b5794d9b6089dd46b2e.jpg,1,1
2012-10-11_07_59_35_jpg.rf.0658356a8480e1b554ae4edff4647c94.jpg,1,1
2013-04-15_08_35_02_jpg.rf.852f1e37e8dbe0f503f29ba50f97eac2.jpg,0,1
2012-10-09_09_03_45_jpg.rf.8ecb9d79cbec6fe21d8b5be4473295af.jpg,1,1
2012-10-14_15_55_01_jpg.rf.417e720e66e46b05f6a615742209ee4a.jpg,1,1
2013-02-24_07_30_01_jpg.rf.3ac28b6fbe6947d169ae66f957b12332.jpg,1,0
2013-01-22_16_30_11_jpg.rf.e7573da846a493658e5f2999ec7ca4a0.jpg,1,1
2012-09-14_13_36_22_jpg.rf.b4efdf9767d96568a04767ad5acfbcc4.jpg,1,1
2012-10-27_15_46_04_jpg.rf.d16258393148a8bf6a073a0e2b336604.jpg,1,1
2013-03-02_10_20_05_jpg.rf.b8493e84cef034aa2935af25c602fdc4.jpg,1,1
2013-04-10_16_25_11_jpg.rf.c2c78860aa5c493dfcf37247120bfdb7.jpg,1,1
2012-12-17_15_50_12_jpg.rf.3d6af67647b5c18ddca4fc0066ee4103.jpg,1,1
2012-09-21_07_10_13_jpg.rf.839d76d0628fde93c84437c1d8213e50.jpg,1,1
2013-04-11_08_45_03_jpg.rf.cea38182631c41288e448e3119766a41.jpg,1,1
2012-10-27_10_15_47_jpg.rf.b418946ac8f9aaeae732f7920a1ed6f4.jpg,1,1
2012-10-25_11_28_29_jpg.rf.bcb7f32aafe70997647d4feec06b65a3.jpg,1,1
2013-03-05_18_45_14_jpg.rf.436fc63f71d36904ca5cca381cdb202d.jpg,1,1
2012-09-18_14_00_08_jpg.rf.8c3e8962b1d17c6fde2c70434ae9e20f.jpg,1,1
2012-11-09_13_51_52_jpg.rf.9be04a533a229f35d3bb07d0eb1bb74d.jpg,1,1
2013-03-11_07_45_02_jpg.rf.bd23896ddf541405c16554dee777f7d6.jpg,0,1
2012-12-12_13_20_08_jpg.rf.b0a3e341fd49257cfd507b64faa9bfbb.jpg,1,1
2012-11-11_18_09_17_jpg.rf.6b109ced6c678c8e2c5d24e57bd017bf.jpg,1,1
2012-09-28_09_01_05_jpg.rf.eaa84adb84525dbcf6f8e83aca3fb61f.jpg,1,1
2012-12-16_15_35_12_jpg.rf.dfa0926569027ba2bb58cf2c46ebff07.jpg,1,1
2012-10-29_06_22_52_jpg.rf.701a3cb23fd0e451ca4c86b92e584a4e.jpg,1,1
2013-01-21_21_05_17_jpg.rf.07b7865aadaa02a6fe6339df7a346b5b.jpg,1,1
2013-01-21_10_30_05_jpg.rf.fc3efd51eb65bd9e3528e5656e5c46eb.jpg,0,1
2012-12-26_14_40_10_jpg.rf.b57e821b495fe977ebdcf2fde46ef910.jpg,1,0
2013-01-22_17_50_13_jpg.rf.3b620cd35765ced566d70529af71705a.jpg,1,1
2012-09-16_17_23_22_jpg.rf.e7afb24541568441763146dab4dd7d2f.jpg,1,1
2013-04-13_13_35_08_jpg.rf.a50559a934421596bb449d4a8b176da9.jpg,1,1
2012-10-31_07_13_01_jpg.rf.11bbb33a5625a8536198025969e5ef91.jpg,1,1
2012-11-06_09_38_19_jpg.rf.c833e7b384d4a9dd352ce4ab047d60df.jpg,1,1
2013-01-15_20_11_58_jpg.rf.b905d4b539e84e52c1a3f6469107c32d.jpg,1,1
2012-10-11_07_57_53_jpg.rf.9543651a8d2b8157e0eeec38386ec0dd.jpg,1,1
2012-10-28_09_56_55_jpg.rf.1dc37836c7b489afac15b7e00019c9e6.jpg,1,1
2012-10-13_11_43_48_jpg.rf.ec0b84158428aa5681011751e304ad1f.jpg,1,1
2012-12-16_15_20_12_jpg.rf.e3198e44de475e7bdc0881b083bcd408.jpg,1,1
2012-12-18_19_25_16_jpg.rf.345b857e519b23a3b7db202f12dc0c42.jpg,0,1
2013-03-17_07_20_01_jpg.rf.a31749ea4fb135df1eafe6316164177d.jpg,1,0
2013-04-12_13_25_08_jpg.rf.e117820a727b053bc30356059717235f.jpg,1,1
2012-10-29_16_58_26_jpg.rf.ae3af912377631cd765692ade1fb1cc4.jpg,1,1
2013-01-21_14_10_10_jpg.rf.ea4dfd281ad6d3fd87672f1f43bc635e.jpg,1,1
2013-03-13_18_10_14_jpg.rf.2630272f25fd794e62d3b98d4877de5d.jpg,1,1
2012-11-10_14_13_00_jpg.rf.6c74bcf394eaa3753615e238f4196764.jpg,1,1
2012-09-28_12_46_16_jpg.rf.b8c4bc276b853bf9f9537541879ae5c3.jpg,1,1
2013-04-09_16_05_11_jpg.rf.739c1844635db38261efe7de40e89d07.jpg,1,1
2013-03-09_16_00_11_jpg.rf.433fb010f197e9c95a029bce787e8caa.jpg,1,1
2013-03-22_07_15_01_jpg.rf.960e95247f38e0add8b893bfa28f38b1.jpg,1,1
2013-03-20_17_45_13_jpg.rf.0a028f3195008b052990caba8e6842b8.jpg,1,1
2012-12-11_20_41_13_jpg.rf.8f5722e290938d9b235a1b7237ca595e.jpg,1,1
2012-12-11_16_21_08_jpg.rf.2d1fe25966a4ef3e36579e626445ab1c.jpg,0,1
2012-09-16_17_58_23_jpg.rf.44a1e73b4ee0b6185814a0b86ba06b54.jpg,1,1
2013-02-24_10_05_04_jpg.rf.6fb8eafbe69f3e41fc5feca992af5a49.jpg,1,0
2012-12-17_19_05_17_jpg.rf.33d8f3ad02f2ec15f2cb4cba65151e6a.jpg,1,1
2012-10-11_18_16_58_jpg.rf.e7f6ad693f2d35efa900cca302387405.jpg,1,1
2012-12-26_10_15_05_jpg.rf.55a2b663726af3770655c70ef9a3aed4.jpg,1,1
2012-09-28_16_26_26_jpg.rf.e0cc45ccf031be760bbc5d262a9a0cdd.jpg,1,1
2012-09-28_15_26_23_jpg.rf.c2a74bd054f2e3c6389f49f58d128394.jpg,1,1
2012-10-15_09_25_50_jpg.rf.28b3d9e1e3447fcc2bd5b891c7c4b0a1.jpg,1,1
2013-03-02_14_55_10_jpg.rf.9091785d9128789cc211c2e2e71d962b.jpg,1,1
2012-12-24_09_40_04_jpg.rf.cdebf1b50cbd4052a1f3a4dccf003568.jpg,1,0
2012-12-12_18_45_15_jpg.rf.faae7ec2ce2f10270bc64407233ad92c.jpg,1,1
2012-12-19_18_20_14_jpg.rf.743593baa0768f93a45deb780c74e72d.jpg,1,1
2012-10-30_17_02_24_jpg.rf.0ecfd706fc036343a93b82e93facbc23.jpg,1,1
2012-09-18_11_30_02_jpg.rf.3a2a8ad0e4b6f6d150381a3cf4694538.jpg,1,1
2013-04-12_08_10_02_jpg.rf.ccdd92ec047db4a2dc005ff31ca9d270.jpg,1,1
2012-12-17_18_25_16_jpg.rf.42519319baca1d12679be1f4df5ed1dd.jpg,1,1
2013-03-06_13_25_08_jpg.rf.30c47faa43c2c2def299e005e687c969.jpg,1,1
2013-01-18_13_55_10_jpg.rf.63217276901f5eec6bcaa0d2d1134a69.jpg,1,1
2012-12-17_16_20_13_jpg.rf.9113a84496a04717152b0f92825794b7.jpg,1,1
2012-10-30_14_22_17_jpg.rf.e9a0b259b9b4b629075096e9611bacd1.jpg,1,1
2012-12-19_18_25_14_jpg.rf.17cb2f049a0eba22ebd95c2ac503f547.jpg,1,1
2012-10-27_07_15_37_jpg.rf.61519d43587329c22174537afa191486.jpg,1,0
2012-12-08_14_30_10_jpg.rf.34f37e1db9a477c4026b41940bb47150.jpg,1,0
2013-03-14_11_50_58_jpg.rf.261b74bbaf9576af3e832f4d82eade94.jpg,1,1
2012-09-18_13_35_07_jpg.rf.f5331290e8c4b7c30c4c30a6f929c8eb.jpg,1,1
2012-11-11_10_03_56_jpg.rf.8f8a21aa70b104e874b46644d4c14681.jpg,1,0
2012-12-26_11_30_07_jpg.rf.4982a53b94e1d4dccb78168f5b22dec2.jpg,1,1
2012-12-12_18_15_14_jpg.rf.1e4cf6156a47002f385acc53b899fcdd.jpg,1,1
2013-01-22_10_45_06_jpg.rf.648a7a9ca01b86d36016953c619bffe9.jpg,0,1
2012-09-13_10_25_17_jpg.rf.8ad8339abe57116693a2cead1c52456a.jpg,1,1
2013-03-13_10_35_05_jpg.rf.c5c2d611b1710406342d3ceddd256dd8.jpg,0,1
2013-01-17_17_55_14_jpg.rf.131f741bf39f13483ce3e337fbf9be2b.jpg,1,1
2013-01-22_07_50_03_jpg.rf.64f21bb986b5b31db18045847d960159.jpg,1,0
2012-09-17_11_29_03_jpg.rf.d91b0c273f500c515d141b88f705d84e.jpg,1,1
2013-03-11_15_35_11_jpg.rf.fce1a2e957f404bdbf42d0ef39a3e646.jpg,1,1
2013-04-15_06_45_00_jpg.rf.0833f8a987367dfabd8fc55b75135dae.jpg,1,0
2012-12-24_17_05_12_jpg.rf.d3af377385b6a76f5206939a221c203e.jpg,1,0
2013-04-09_14_20_09_jpg.rf.9d88d4f1259463bd928ee66de203fa3c.jpg,1,1
2013-03-11_06_50_01_jpg.rf.b8e7513d9c1556fe231d6be1394f439f.jpg,1,1
2013-03-09_07_50_02_jpg.rf.e3376fea6c209e20f8226b43d12375a3.jpg,1,0
2012-10-14_11_44_50_jpg.rf.6be294fbbe1337d4791ced9d0e9c4da1.jpg,1,1
2012-12-07_18_27_26_jpg.rf.81b900e9823d82a8088a90a0780e8e3e.jpg,1,1
2013-04-09_08_40_03_jpg.rf.737076daf03569918beb7d0815ae6ab2.jpg,1,1
2012-12-26_11_05_06_jpg.rf.628594fc7c62318e238404f5320002c3.jpg,1,1
2013-03-09_11_50_06_jpg.rf.eb162b032f204f596bc0f2ccc0b6df63.jpg,1,1
2013-03-02_13_35_08_jpg.rf.87e7f5ecd5603af475afec0be3df6215.jpg,1,1
2013-01-20_18_55_14_jpg.rf.68f555bf381985ef7ea944708bb01463.jpg,1,0
2012-11-10_10_52_50_jpg.rf.01bc9afa22f62d67ac45ea6f0299f644.jpg,1,1
2013-04-12_17_30_12_jpg.rf.cb06e9fd5d45a7023d0457b2669cf230.jpg,1,1
2013-03-21_11_50_06_jpg.rf.b3403f51fc726d66f06911c101e0ef3d.jpg,1,1
2013-03-21_17_15_13_jpg.rf.1b69592731fcb57e379da541f9023202.jpg,1,1
2012-09-19_13_58_37_jpg.rf.0607672696e2b6d20dc41c6425f84595.jpg,1,1
2012-10-28_08_26_51_jpg.rf.7367416e8f793dfd16cf673b01631520.jpg,1,1
2013-03-18_14_00_09_jpg.rf.35465f03b5645799b3a112017b93afcc.jpg,0,1
2012-09-28_11_06_11_jpg.rf.fef78c2dad724496daf9ee75caddda38.jpg,1,1
2012-09-15_16_02_24_jpg.rf.c84f7d394e0401390607219b7e3d6c50.jpg,1,1
2012-09-13_16_20_32_jpg.rf.4881b28cdaeb1b038f166fd8690b7ed2.jpg,1,1
2012-09-15_15_07_21_jpg.rf.21068a9f1daefeda1f4078e3e1e379b3.jpg,1,1
2012-11-06_08_58_18_jpg.rf.f647607e39054d567535cb23f388f2f4.jpg,1,1
2013-03-20_12_35_07_jpg.rf.04e576d8d343a668ac0b61f2c86eedc9.jpg,1,1
2012-09-15_10_02_09_jpg.rf.77bbd5ebf476468fe872da3345fbedd5.jpg,1,1
2012-12-14_18_50_15_jpg.rf.1d8350419525f06c0d976753497814e3.jpg,1,1
2012-09-28_13_21_17_jpg.rf.2d2be6b05ad3c50e80499a1a23c7eee1.jpg,1,1
2012-12-19_17_45_14_jpg.rf.d2e049e13934ea2c85074c386174c681.jpg,1,1
2012-12-22_18_05_15_jpg.rf.9dbf6401615b9014f9a0f558bdb0e66e.jpg,1,0
2013-03-10_11_55_06_jpg.rf.f196efe94c05676717e7735546673a60.jpg,1,0
2012-10-29_11_48_08_jpg.rf.e31898e9d1f63afab2448b5abc2e47ac.jpg,1,1
2012-12-25_19_00_14_jpg.rf.47cfab19e6845d67371b0220b7328b61.jpg,1,0
2012-09-20_13_54_34_jpg.rf.37aca5702c30da9d0b634da3bc45e6cb.jpg,1,1
2012-09-21_15_50_35_jpg.rf.049feb01f0184483a5aad6d97f84f48a.jpg,1,1
2013-03-12_08_45_03_jpg.rf.51ec5252895bb835147a889afa03a635.jpg,0,1
2012-10-15_08_55_48_jpg.rf.e5b376836679ca04c469663f8028b391.jpg,1,1
2012-12-23_18_00_14_jpg.rf.1fcb11b138b2ac6898924f0304153612.jpg,1,0
2012-09-18_15_50_13_jpg.rf.8a49388d1ca46a2742caff3d632a5519.jpg,1,1
2013-02-24_17_35_12_jpg.rf.83a33b749016d4b300544809ddd510a3.jpg,1,0
2012-09-28_12_36_15_jpg.rf.e1e264cae0a1ec021b522c41ea870114.jpg,1,1
2013-03-02_09_10_03_jpg.rf.3c75098319e75003b128a7a4cc83c21c.jpg,1,1
2012-10-15_18_01_10_jpg.rf.27526c89790133799ed7c3e76237d0c5.jpg,1,1
2012-12-08_10_55_06_jpg.rf.67723ba43d3d407676dc6ae4c0db5848.jpg,1,1
2012-09-12_08_42_04_jpg.rf.99257803a3afbe5064d79dd228716b4d.jpg,1,1
2013-03-12_10_45_05_jpg.rf.bfa3ace8a555e5723e01188f4eb3639f.jpg,1,1
2012-10-26_11_09_39_jpg.rf.a50a8b749796ee6d34bb64ae780b529c.jpg,1,1
2012-12-16_14_10_10_jpg.rf.4c6facf81a36f14e406abc9a3cda53b7.jpg,1,1
2012-10-29_15_28_21_jpg.rf.0a74edf4875bc87cf4e1917dc2f4365a.jpg,1,1
2013-03-13_16_10_11_jpg.rf.3decc69cb466e14b06170597161256e5.jpg,0,1
2012-12-12_10_30_05_jpg.rf.a4f72ea6583ac7aca54f67de618964f6.jpg,0,1
2012-10-26_09_04_32_jpg.rf.d54086277350131a6192a53e49415efd.jpg,1,1
2012-11-07_09_44_26_jpg.rf.e5fbe7737fe1fab3b6918ba0bf201b36.jpg,1,1
2013-03-15_13_25_08_jpg.rf.af2c91b4f8ea81551c147c387d080403.jpg,1,1
2013-04-13_11_10_05_jpg.rf.6f3e94d30df5996d6f3f8e8018f54eb9.jpg,1,1
2012-12-15_09_30_05_jpg.rf.b6571596c1b074b7de9dbe7f2f40f105.jpg,1,1
2012-12-14_13_45_10_jpg.rf.1f28de4137ce3205c91dd387aaf12428.jpg,1,1
2012-10-15_10_45_53_jpg.rf.2e1fd92859f68f565d1ffa0d26120fc9.jpg,1,1
2012-09-11_17_07_30_jpg.rf.b13441865750640b7be8b3dcf2c02cc2.jpg,1,1
2012-09-12_09_13_32_jpg.rf.4d7fc1707c67ab502d82f8c68f9eeb89.jpg,1,1
2012-10-27_15_41_03_jpg.rf.803e81c2c6a7d047f7a26fa251b025fe.jpg,1,1
2012-10-13_11_28_47_jpg.rf.1534e9a0ecdc5f2e36aa9853f408e4e3.jpg,1,1
2013-02-23_17_30_11_jpg.rf.1bc1fa45993cc076a0a4e0927a670b20.jpg,1,1
2012-10-26_07_14_27_jpg.rf.a40c95011f6f9e947f92468c39d92724.jpg,1,1
2012-09-12_18_07_29_jpg.rf.b63ee2a5e13d0c7b6f3e72110c31a161.jpg,1,1
2013-03-03_18_20_14_jpg.rf.d12f2ab38069a7a01fd41e2d0e7f86a7.jpg,1,0
2013-03-16_16_30_12_jpg.rf.14d0107219832c6e5659db4230d48f6a.jpg,1,1
2012-12-14_08_25_03_jpg.rf.d91ba64f0ddb04947f2aba6fd1eefc1d.jpg,1,1
2013-03-05_16_30_12_jpg.rf.63e1e7174cc84c97bcfb448def190a93.jpg,1,1
2013-04-12_12_20_06_jpg.rf.89df56f2f428fcd61ab970df29e4fdcf.jpg,1,1
2012-12-20_19_30_14_jpg.rf.0cf59f91c0a9a1ba3f1ea7148dbd694a.jpg,0,1
2013-03-16_18_20_14_jpg.rf.a99fd8c37f787fcc13205228b80a146b.jpg,1,1
2012-11-08_12_30_42_jpg.rf.2dcb3f7738e47e55e5247cbcc3cb8293.jpg,1,1
2012-11-11_14_04_06_jpg.rf.ead0bfb43d23bd1013e51b8bbd1478f6.jpg,1,1
2012-10-27_18_56_13_jpg.rf.747cda9e22bbaca87b1326e0407403ff.jpg,1,1
2012-09-13_10_50_18_jpg.rf.9442ef80696c7fdb8017a201c33057aa.jpg,1,1
